view,id,name,district,category,type,pin,address,listingOrPerk,panelMeta,panelHeadline,panelBody,detailCopy,primaryActions,image,source
"Resident","stubs-bbq-way-379166013","Stubs BBQ","Red River","Restaurant / Food","venue","Dining","801, Red River Street, 78701","Dining Perk","Restaurant / Food · Red River","Stubs BBQ","Restaurant / Food with cuisine focus: barbecue.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","stubs-bbq-way-379166013","Stubs BBQ","Red River","Restaurant / Food","venue","Dining","801, Red River Street, 78701","Create Map Plan","Restaurant / Food · Red River","Stubs BBQ","Restaurant / Food with cuisine focus: barbecue.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Stubs BBQ easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","swan-dive-way-328605873","Swan Dive","Red River","Bar / Nightlife","venue","Nightlife","615, Red River Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Red River","Swan Dive","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","swan-dive-way-328605873","Swan Dive","Red River","Bar / Nightlife","venue","Nightlife","615, Red River Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Red River","Swan Dive","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","the-13th-floor-node-1481420720","The 13th Floor","Red River","Bar / Nightlife","venue","Nightlife","711, Red River Street, Austin, TX, 78701","Night Out Nearby","Bar / Nightlife · Red River","The 13th Floor","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","the-13th-floor-node-1481420720","The 13th Floor","Red River","Bar / Nightlife","venue","Nightlife","711, Red River Street, Austin, TX, 78701","Promote Event","Bar / Nightlife · Red River","The 13th Floor","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","the-beverly-at-medical-center-way-328649861","The Beverly at Medical Center","Red River","Residential Property","property","Residential","901, Red River Street, Austin, TX, 78701","Property Discovery","Residential Property · Red River","The Beverly at Medical Center","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","the-beverly-at-medical-center-way-328649861","The Beverly at Medical Center","Red River","Residential Property","property","Residential","901, Red River Street, Austin, TX, 78701","Create Property Plan","Residential Property · Red River","The Beverly at Medical Center","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","the-quincy-way-960185446","The Quincy","Red River","Residential Property","property","Residential","91, Red River Street, Austin, TX, 78701","Property Discovery","Residential Property · Red River","The Quincy","Residential Property listing in Downtown Austin.","Resident perk: Property Discovery. Value: Ask about availability. Resident onboarding, building-level perks, and local engagement Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","the-quincy-way-960185446","The Quincy","Red River","Residential Property","property","Residential","91, Red River Street, Austin, TX, 78701","Create Property Plan","Residential Property · Red River","The Quincy","Residential Property listing in Downtown Austin.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","valhalla-way-379166132","Valhalla","Red River","Bar / Nightlife","venue","Nightlife","710, Red River Street, 78701","Night Out Nearby","Bar / Nightlife · Red River","Valhalla","Bar / Nightlife listing in Downtown Austin.","Resident perk: Night Out Nearby. Value: Resident card access. Resident happy-hour perks, nightlife activations, and event check-ins Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","valhalla-way-379166132","Valhalla","Red River","Bar / Nightlife","venue","Nightlife","710, Red River Street, 78701","Promote Event","Bar / Nightlife · Red River","Valhalla","Bar / Nightlife listing in Downtown Austin.","Partner view: Residents are looking for nearby things to do without switching apps. Audience: Best fit: residents, guests, and groups already near the venue. Opportunity: Make the RSVP and directions path immediate from the map. Best timing: Strongest window: day-of and two hours before start Next move: Promote Event","Promote Event; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","civic-waterloo-greenway","Waterloo Greenway","Red River","Civic / Public Space","civic","Campaign","Waterloo Park, Austin TX, 78701","Park Activation & Green Space Access","Civic / Public Space · Red River","Waterloo Greenway","Urban park system and public space partner in downtown Austin.","Resident perk: Park Activation & Green Space Access. Value: Park Activation & Green Space Access. Urban park system and public space partner in downtown Austin. Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/residents/downtown-rooftop-evening.png","Downtown Perks supplemental partner layer"
"Partner","civic-waterloo-greenway","Waterloo Greenway","Red River","Civic / Public Space","civic","Campaign","Waterloo Park, Austin TX, 78701","Create Map Plan","Civic / Public Space · Red River","Waterloo Greenway","Urban park system and public space partner in downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Red River. Opportunity: Make Waterloo Greenway easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","/images/residents/downtown-rooftop-evening.png","Downtown Perks supplemental partner layer"
"Resident","legends-real-estate-222-west-ave-2301","222 West Ave # 2301","Seaholm","Legends Real Estate / For Sale","property","Legends","222 West Ave # 2301, Austin TX, 78701","Exclusive District Integration Guide","Legends Real Estate / For Sale · Seaholm","222 West Ave # 2301","Downtown Austin residence connected to the Legends Real Estate verified listing layer.","Resident perk: Exclusive District Integration Guide. Value: Exclusive District Integration Guide. Downtown Austin residence connected to the Legends Real Estate verified listing layer. Use it: Use the contact option to ask about availability, showings, or similar downtown homes.","Call / Website / Email when available; Show Card; Save to Card; Directions","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
"Partner","legends-real-estate-222-west-ave-2301","222 West Ave # 2301","Seaholm","Legends Real Estate / For Sale","property","Legends","222 West Ave # 2301, Austin TX, 78701","Create Property Plan","Legends Real Estate / For Sale · Seaholm","222 West Ave # 2301","Downtown Austin residence connected to the Legends Real Estate verified listing layer.","Partner view: Residents and prospects use this area to understand what daily life feels like around the building. Audience: Best fit: current residents, people looking at the building, brokers, and nearby businesses. Opportunity: Attach nearby perks, events, and walkable recommendations to the property story. Best timing: Strongest window: weekday lunch and after-work planning Next move: Create Property Plan","Create Property Plan; Reports; Contact","/images/properties/bowie-attached.jpg","Downtown Perks supplemental partner layer"
